Location,Temp©,Ph,Humidity (%),Air Quality,Day
E2,11.03,4.2,99.1,43,22
F2,11.03,3.7,58.25,43,22
G2,11.03,4.9,16.08,43,22
A3,11.03,4,55.95,43,22
B3,11.03,5.3,15.82,43,22
C3,11.03,3.9,27.44,43,22
D3,11.03,6.3,73.71,43,22
E3,11.03,8.6,90.05,43,22
F3,11.03,8.8,60.59,43,22
G3,11.03,7,77.4,43,22
A4,11.03,4.3,64.85,43,22
B4,11.03,6.5,69.05,43,22
C4,11.03,7.3,25.5,43,22
D4,11.03,6.3,47.82,43,22
E4,11.03,4.2,56.55,43,22
F4,11.03,5.6,24.97,43,22
G4,11.03,4.5,26.36,43,22
A5,11.03,8.8,36.66,43,22
B5,11.03,7.4,88.45,43,22
C5,11.03,4.4,38.67,43,22
D5,11.03,6.8,54.29,43,22
E5,11.03,3.7,77.64,43,22
F5,11.03,5.3,96.27,43,22
G5,11.03,7.3,58.61,43,22
A6,11.03,4.3,85.6,43,22
B6,11.03,7.4,53.67,43,22
C6,11.03,5.6,23.77,43,22
D6,11.03,7,58.72,43,22
E6,11.03,8,97.73,43,22
F6,11.03,8.7,35.64,43,22
G6,11.03,7.5,24.9,43,22
A7,11.03,6.8,83.35,43,22
B7,11.03,4.9,24.66,43,22
C7,11.03,8.9,47.16,43,22
D7,11.03,7.7,75.77,43,22
E7,11.03,8.5,10.39,43,22
F7,11.03,5.3,61.53,43,22
G7,11.03,8.1,27.78,43,22
A8,11.03,8.9,96.18,43,22
B8,11.03,7.7,39.28,43,22
C8,11.03,7.1,19.46,43,22
D8,11.03,8.7,78.23,43,22
E8,11.03,6.8,49.46,43,22
F8,11.03,4.6,22.97,43,22
G8,11.03,6.1,15.78,43,22
A9,11.03,5.4,85.96,43,22
B9,11.03,6.2,84.38,43,22
C9,11.03,6.2,21.15,43,22
D9,11.03,5.7,88.09,43,22
E9,11.03,4.1,14.75,43,22
F9,11.03,6.1,57.79,43,22
G9,11.03,3.7,91.41,43,22
A0,19.28,4.7,81.15,45,23
B0,19.28,3.9,93.99,45,23
C0,19.28,6.4,52.93,45,23
D0,19.28,8,33.96,45,23
E0,19.28,3.8,45.77,45,23
F0,19.28,5.7,77.04,45,23
G0,19.28,7.6,39.69,45,23
A1,19.28,4.9,58.68,45,23
B1,19.28,8.1,19.83,45,23
C1,19.28,8.9,97.02,45,23
D1,19.28,8.6,50.47,45,23
E1,19.28,7.6,67.83,45,23
F1,19.28,6.2,36.59,45,23
G1,19.28,5,91.51,45,23
A2,19.28,5.3,48.53,45,23
B2,19.28,4.8,77.74,45,23
C2,19.28,7.1,91.89,45,23
D2,19.28,5.9,61.41,45,23
E2,19.28,8.7,63.52,45,23
F2,19.28,4.9,83.84,45,23
G2,19.28,8,52.86,45,23
A3,19.28,7.9,50.22,45,23
B3,19.28,6.2,51.58,45,23
C3,19.28,8.2,37.85,45,23
D3,19.28,8.7,93.21,45,23
E3,19.28,8.1,49.59,45,23
F3,19.28,3.5,15.28,45,23
G3,19.28,5.6,81.51,45,23
A4,19.28,8,68.63,45,23
B4,19.28,7,64.08,45,23
C4,19.28,8.1,50.25,45,23
D4,19.28,4.1,31.08,45,23
E4,19.28,6.8,17.72,45,23
F4,19.28,4.1,92.76,45,23
G4,19.28,6.4,34.69,45,23
A5,19.28,6.4,42.73,45,23
B5,19.28,6.2,53.19,45,23
C5,19.28,8.2,70.31,45,23
D5,19.28,4,84.21,45,23
E5,19.28,5,82.67,45,23
F5,19.28,7,64.95,45,23
G5,19.28,5.1,16.17,45,23
A6,19.28,8.6,19.94,45,23
B6,19.28,5.8,20.2,45,23
C6,19.28,3.8,76.28,45,23
D6,19.28,6.9,58.63,45,23
E6,19.28,6.3,42.15,45,23
F6,19.28,4.7,61.68,45,23
G6,19.28,9,88.94,45,23
A7,19.28,3.6,20.04,45,23
B7,19.28,4.8,37.66,45,23
C7,19.28,4.7,38.69,45,23
D7,19.28,3.6,53.03,45,23
E7,19.28,5.4,80.38,45,23
F7,19.28,7.8,99.45,45,23
G7,19.28,6,70,45,23
A8,19.28,6.7,37.04,45,23
B8,19.28,8.8,57.64,45,23
C8,19.28,8.7,45.76,45,23
D8,19.28,4.2,61.91,45,23
E8,19.28,4.2,97.33,45,23
F8,19.28,3.7,60.34,45,23
G8,19.28,6.2,64.47,45,23
A9,19.28,8.7,63.49,45,23
B9,19.28,6.4,94.3,45,23
C9,19.28,3.6,54.14,45,23
D9,19.28,8.4,23.36,45,23
E9,19.28,6.1,69.94,45,23
F9,19.28,6.6,38.7,45,23
G9,19.28,7.1,40.94,45,23
A0,20.15,6.1,42.22,53,24
B0,20.15,7,69.23,53,24
C0,20.15,5.2,26.01,53,24
D0,20.15,5.4,61.55,53,24
E0,20.15,8.9,58.59,53,24
F0,20.15,3.9,19.86,53,24
G0,20.15,7,16.1,53,24
A1,20.15,4.6,95.89,53,24
B1,20.15,5.5,89.73,53,24
C1,20.15,3.9,87.09,53,24
D1,20.15,3.9,80.31,53,24
E1,20.15,5.2,18.57,53,24
F1,20.15,6.5,71.07,53,24
G1,20.15,5.4,87.74,53,24
A2,20.15,6,83.49,53,24
B2,20.15,5.3,86.14,53,24
C2,20.15,8.2,66.08,53,24
D2,20.15,6,15.17,53,24
E2,20.15,8.9,64.57,53,24
F2,20.15,8.9,51.13,53,24
G2,20.15,6,25.56,53,24
A3,20.15,7.6,45.06,53,24
B3,20.15,4,69.59,53,24
C3,20.15,4.7,58.85,53,24
D3,20.15,6.2,44.07,53,24
E3,20.15,8.4,22.58,53,24
F3,20.15,5.2,86.05,53,24
G3,20.15,3.7,12.94,53,24
A4,20.15,5,90.29,53,24
B4,20.15,5.1,29.6,53,24
C4,20.15,8.4,55.83,53,24
D4,20.15,8,40.17,53,24
E4,20.15,6,88.86,53,24
F4,20.15,6,90.24,53,24
G4,20.15,7,41.59,53,24
A5,20.15,3.8,36.77,53,24
B5,20.15,4.9,89.57,53,24
C5,20.15,6.2,11.39,53,24
D5,20.15,5.3,68.93,53,24
E5,20.15,6.1,11.65,53,24
F5,20.15,7.8,87.39,53,24
G5,20.15,6.8,25.83,53,24
A6,20.15,8,70.19,53,24
B6,20.15,3.6,74.18,53,24
C6,20.15,8.7,54.24,53,24
D6,20.15,5.1,99.84,53,24
E6,20.15,4,76.36,53,24
F6,20.15,6.4,63.52,53,24
G6,20.15,4.7,53.9,53,24
A7,20.15,4.9,73.82,53,24
B7,20.15,4.7,28,53,24
C7,20.15,8.2,88.6,53,24
D7,20.15,8.9,69.71,53,24
E7,20.15,4.2,48.61,53,24
F7,20.15,8.9,92.19,53,24
G7,20.15,6.8,60.88,53,24
A8,20.15,4.5,73.11,53,24
B8,20.15,8.1,38.75,53,24
C8,20.15,5,96.85,53,24
D8,20.15,3.7,39.5,53,24
E8,20.15,6,45.28,53,24
F8,20.15,7,91.67,53,24
G8,20.15,4.7,98.36,53,24
A9,20.15,6.6,83.65,53,24
B9,20.15,8.6,53.33,53,24
C9,20.15,7.1,36.64,53,24
D9,20.15,8.5,23.06,53,24
E9,20.15,7.3,13.54,53,24
F9,20.15,5.7,30,53,24
G9,20.15,7.8,62.4,53,24
A0,12.84,8.2,64.42,24,25
B0,12.84,5,29.84,24,25
C0,12.84,5.2,58.7,24,25
D0,12.84,7.6,49.55,24,25
E0,12.84,6.5,11.4,24,25
F0,12.84,9,76.29,24,25
G0,12.84,8.8,27.99,24,25
A1,12.84,7.7,49.84,24,25
B1,12.84,7.4,19.89,24,25
C1,12.84,3.6,30.22,24,25
D1,12.84,4.4,58.72,24,25
E1,12.84,4.5,66.16,24,25
F1,12.84,7.4,68.8,24,25
G1,12.84,9,30.49,24,25
A2,12.84,7.1,35.54,24,25
B2,12.84,5.5,44.2,24,25
C2,12.84,6,91.71,24,25
D2,12.84,5.2,99.82,24,25
E2,12.84,4.4,17.44,24,25
F2,12.84,6.2,99.23,24,25
G2,12.84,6.2,89.53,24,25
A3,12.84,4.6,48.24,24,25
B3,12.84,5.1,89.67,24,25
C3,12.84,4.7,20.08,24,25
D3,12.84,6.3,57.87,24,25
E3,12.84,7.6,27.9,24,25
F3,12.84,8.9,70.21,24,25
G3,12.84,8.2,63.72,24,25
A4,12.84,7.1,52.04,24,25
B4,12.84,4.3,85.19,24,25
C4,12.84,5.6,59.41,24,25
D4,12.84,5.3,30.47,24,25
E4,12.84,8.4,98.25,24,25
F4,12.84,3.9,39.36,24,25
G4,12.84,4.6,73.86,24,25
A5,12.84,8.7,85.35,24,25
B5,12.84,3.6,77.98,24,25
C5,12.84,5.6,23.95,24,25
D5,12.84,3.9,89.33,24,25
E5,12.84,8.5,16.14,24,25
F5,12.84,6,97.03,24,25
G5,12.84,4.1,25.59,24,25
A6,12.84,7.8,26.58,24,25
B6,12.84,4.6,68.21,24,25
C6,12.84,4,49.23,24,25
D6,12.84,8.8,91.5,24,25
E6,12.84,7.7,95.47,24,25
F6,12.84,7.8,67.73,24,25
G6,12.84,7.8,20.38,24,25
A7,12.84,6.3,11.76,24,25
B7,12.84,6.8,86.29,24,25
C7,12.84,7.8,96.61,24,25
D7,12.84,7.3,61.27,24,25
E7,12.84,6.2,73.24,24,25
F7,12.84,3.9,46.2,24,25
G7,12.84,6.9,76.06,24,25
A8,12.84,3.8,52.82,24,25
B8,12.84,6.7,10.77,24,25
C8,12.84,8.8,46.71,24,25
D8,12.84,3.6,39.44,24,25
E8,12.84,5.1,48.08,24,25
F8,12.84,7.5,44.68,24,25
G8,12.84,4.5,56.29,24,25
A9,12.84,6.1,51.75,24,25
B9,12.84,7.6,29.89,24,25
C9,12.84,8.8,85.57,24,25
D9,12.84,7.9,10.33,24,25
E9,12.84,3.7,87.57,24,25
F9,12.84,7.8,27.82,24,25
G9,12.84,8.5,39.76,24,25
A0,26.71,4.2,30.65,32,26
B0,26.71,8.2,29.47,32,26
C0,26.71,5.1,48.27,32,26
D0,26.71,7.5,49.45,32,26
E0,26.71,8.7,61.83,32,26
F0,26.71,6.2,76.91,32,26
G0,26.71,5,93.59,32,26
A1,26.71,5.6,37.27,32,26
B1,26.71,8.1,23.39,32,26
C1,26.71,8.9,33.93,32,26
D1,26.71,7.5,73.22,32,26
E1,26.71,5.4,98.2,32,26
F1,26.71,8.8,46.75,32,26
G1,26.71,3.7,69.11,32,26
A2,26.71,4.9,55.47,32,26
B2,26.71,6.2,23.34,32,26
C2,26.71,5,43.03,32,26
D2,26.71,6.5,40.66,32,26
E2,26.71,8.1,14.74,32,26
F2,26.71,4.1,38.54,32,26
G2,26.71,7,44.84,32,26
A3,26.71,8.9,38.61,32,26
B3,26.71,7.4,22.86,32,26
C3,26.71,7.2,79.98,32,26
D3,26.71,9,20.36,32,26
E3,26.71,8.9,78.48,32,26
F3,26.71,7.9,70.37,32,26
G3,26.71,8.1,44.75,32,26
A4,26.71,8.3,23.79,32,26
B4,26.71,4.9,82.36,32,26
C4,26.71,8,27.64,32,26
D4,26.71,8.1,30.84,32,26
E4,26.71,7.9,58.83,32,26
F4,26.71,6.6,80.02,32,26
G4,26.71,3.7,22.7,32,26
A5,26.71,5.8,74.72,32,26
B5,26.71,5.7,93.68,32,26
C5,26.71,8,90.18,32,26
D5,26.71,4,16.68,32,26
E5,26.71,3.6,45.68,32,26
F5,26.71,5.4,69.96,32,26
G5,26.71,3.6,76.27,32,26
A6,26.71,4.1,90.66,32,26
B6,26.71,4.7,71.23,32,26
C6,26.71,8.1,95.45,32,26
D6,26.71,5.4,83.15,32,26
E6,26.71,4.1,85.9,32,26
F6,26.71,3.5,55.68,32,26
G6,26.71,5.4,91.43,32,26
A7,26.71,3.7,15.93,32,26
B7,26.71,7.6,23.27,32,26
C7,26.71,8.6,17.71,32,26
D7,26.71,7.3,93.5,32,26
E7,26.71,7.9,65.65,32,26
F7,26.71,5.3,93.46,32,26
G7,26.71,8.1,82.46,32,26
A8,26.71,4.8,80.91,32,26
B8,26.71,6.3,94.82,32,26
C8,26.71,4.6,85.72,32,26
D8,26.71,6.8,94.04,32,26
E8,26.71,5.8,46.75,32,26
F8,26.71,6.6,60.33,32,26
G8,26.71,6.1,44.57,32,26
A9,26.71,4.4,16.49,32,26
B9,26.71,8.8,98.71,32,26
C9,26.71,6.4,41.2,32,26
D9,26.71,8.9,24.84,32,26
E9,26.71,6,88.46,32,26
F9,26.71,5.7,58.4,32,26
G9,26.71,7.3,80.45,32,26
A0,26.51,7.2,60.96,18,27
B0,26.51,7.8,14.08,18,27
C0,26.51,5.9,50.81,18,27
D0,26.51,8.3,91.19,18,27
E0,26.51,4.8,33.79,18,27
F0,26.51,7.3,31.88,18,27
G0,26.51,3.6,90.61,18,27
A1,26.51,7.4,58.65,18,27
B1,26.51,4.5,97.78,18,27
C1,26.51,5.3,41.47,18,27
D1,26.51,8.8,51.67,18,27
E1,26.51,7.3,36.27,18,27
F1,26.51,6.9,27.04,18,27
G1,26.51,7.2,10.76,18,27
A2,26.51,4.5,77.24,18,27
B2,26.51,6.9,79.84,18,27
C2,26.51,7.2,93.83,18,27
D2,26.51,5.9,46.49,18,27
E2,26.51,7.8,38.8,18,27
F2,26.51,6.4,13.29,18,27
G2,26.51,6.1,38.16,18,27
A3,26.51,7.5,98.55,18,27
B3,26.51,8.1,75.37,18,27
C3,26.51,6.4,76.03,18,27
D3,26.51,8.9,37.26,18,27
E3,26.51,5.5,80.25,18,27
F3,26.51,6.5,56.76,18,27
G3,26.51,6.1,33.44,18,27
A4,26.51,5.8,95.96,18,27
B4,26.51,4.8,57.67,18,27
C4,26.51,5.7,36.75,18,27
D4,26.51,7.3,17.93,18,27
E4,26.51,4.7,42.5,18,27
F4,26.51,8,66.58,18,27
G4,26.51,7,30.14,18,27
A5,26.51,7.9,13.42,18,27
B5,26.51,6.1,76.35,18,27
C5,26.51,5.5,71.55,18,27
D5,26.51,6.2,30.55,18,27
E5,26.51,5.2,31.68,18,27
F5,26.51,5,83.4,18,27
G5,26.51,8.7,36.75,18,27
A6,26.51,3.6,13.75,18,27
B6,26.51,5.5,42.25,18,27
C6,26.51,8.4,64.55,18,27
D6,26.51,7.6,39.87,18,27
E6,26.51,5.8,13.2,18,27
F6,26.51,6.1,65.39,18,27
G6,26.51,8.8,91.33,18,27
A7,26.51,5.6,84.14,18,27
B7,26.51,8.4,41.93,18,27
C7,26.51,7.8,37.72,18,27
D7,26.51,5.4,48.04,18,27
E7,26.51,7,67.6,18,27
F7,26.51,4.5,87.65,18,27
G7,26.51,3.6,81.37,18,27
A8,26.51,5.6,88.71,18,27
B8,26.51,8.7,68.65,18,27
C8,26.51,8.6,17.59,18,27
D8,26.51,8.3,75.78,18,27
E8,26.51,8.9,14.61,18,27
F8,26.51,8.7,26.3,18,27
G8,26.51,5.5,12.42,18,27
A9,26.51,5.7,60.01,18,27
B9,26.51,7.2,78.25,18,27
C9,26.51,8,45.76,18,27
D9,26.51,8.4,35.75,18,27
E9,26.51,5.4,81.6,18,27
F9,26.51,8.6,63.39,18,27
G9,26.51,5.8,57.81,18,27
A0,13.56,4.2,35.8,46,28
B0,13.56,6.7,29.91,46,28
C0,13.56,8.1,90.85,46,28
D0,13.56,6.4,76.3,46,28
E0,13.56,3.8,94.7,46,28
F0,13.56,6.2,23.63,46,28
G0,13.56,6,53.23,46,28
A1,13.56,4,71.23,46,28
B1,13.56,6.1,69.91,46,28
C1,13.56,4,51.95,46,28
D1,13.56,6.7,50.87,46,28
E1,13.56,4.1,62.25,46,28
F1,13.56,7,70.22,46,28
G1,13.56,3.7,38.53,46,28
A2,13.56,3.8,21.36,46,28
B2,13.56,8.6,92.4,46,28
C2,13.56,7.5,47.39,46,28
D2,13.56,7.3,62.09,46,28
E2,13.56,5.6,10.52,46,28
F2,13.56,5.5,34.84,46,28
G2,13.56,4.2,87,46,28
A3,13.56,8.8,62.06,46,28
B3,13.56,4.5,29.85,46,28
C3,13.56,5,74.1,46,28
D3,13.56,3.8,68.33,46,28
E3,13.56,4.6,61.84,46,28
F3,13.56,6.6,24.59,46,28
G3,13.56,6,79.35,46,28
A4,13.56,6.9,92.63,46,28
B4,13.56,3.9,55.33,46,28
C4,13.56,6.8,71.37,46,28
D4,13.56,6.6,13.03,46,28
E4,13.56,5.1,61.89,46,28
F4,13.56,6.6,29.79,46,28
G4,13.56,5.1,54.11,46,28
A5,13.56,3.9,23.42,46,28
B5,13.56,7.5,81.65,46,28
C5,13.56,4.3,94.61,46,28
D5,13.56,5.2,39.2,46,28
E5,13.56,4.7,16.99,46,28
F5,13.56,4.3,81.45,46,28
G5,13.56,4.4,72.74,46,28
A6,13.56,4.4,58.26,46,28
B6,13.56,8.3,53.36,46,28
C6,13.56,8.8,96.91,46,28
D6,13.56,5.5,51.16,46,28
E6,13.56,5.2,93.33,46,28
F6,13.56,6.7,90.01,46,28
G6,13.56,6.6,63.38,46,28
A7,13.56,8,78.9,46,28
B7,13.56,6.3,48.95,46,28
C7,13.56,4.2,67.73,46,28
D7,13.56,3.7,92.72,46,28
E7,13.56,4.7,89.82,46,28
F7,13.56,5.2,15.43,46,28
G7,13.56,7.6,14.62,46,28
A8,13.56,3.6,59.89,46,28
B8,13.56,6.3,16.9,46,28
C8,13.56,4.6,61.78,46,28
D8,13.56,6,79.65,46,28
E8,13.56,6.1,47.37,46,28
F8,13.56,6,65.41,46,28
G8,13.56,8.6,85.34,46,28
A9,13.56,8.2,82.24,46,28
B9,13.56,6.1,73.75,46,28
C9,13.56,7.6,24.81,46,28
D9,13.56,5.1,59.33,46,28
E9,13.56,6.1,70.77,46,28
F9,13.56,3.9,66.42,46,28
G9,13.56,7.2,91.7,46,28
A0,10.78,5.7,38.26,9,29
B0,10.78,7,68.71,9,29
C0,10.78,7.3,43.2,9,29
D0,10.78,4.3,52.88,9,29
E0,10.78,7,59.6,9,29
F0,10.78,4.5,45.82,9,29
G0,10.78,6.4,92.91,9,29
A1,10.78,3.6,77.62,9,29
B1,10.78,7.2,43.49,9,29
C1,10.78,7.2,33.26,9,29
D1,10.78,7.6,29.86,9,29
E1,10.78,6.4,50.79,9,29
F1,10.78,8.5,88.84,9,29
G1,10.78,8.3,86.62,9,29
A2,10.78,7.9,68.26,9,29
B2,10.78,8.4,38.1,9,29
C2,10.78,3.5,93.42,9,29
D2,10.78,7.7,73.51,9,29
E2,10.78,5.9,14.69,9,29
F2,10.78,5.9,40.48,9,29
G2,10.78,3.6,48.05,9,29
A3,10.78,9,19.37,9,29
B3,10.78,7.3,13,9,29
C3,10.78,8.9,21.31,9,29
D3,10.78,4.4,19.84,9,29
E3,10.78,7.5,45.78,9,29
F3,10.78,8.3,94.3,9,29
G3,10.78,7.2,62.65,9,29
A4,10.78,8.4,28.3,9,29
B4,10.78,5.3,84.6,9,29
C4,10.78,8.1,94.69,9,29
D4,10.78,8.5,79.4,9,29
E4,10.78,4.9,83,9,29
F4,10.78,8.4,81.47,9,29
G4,10.78,6.6,10.06,9,29
A5,10.78,7.3,72.72,9,29
B5,10.78,8.7,54.67,9,29
C5,10.78,7.6,92.14,9,29
D5,10.78,7.4,16.84,9,29
E5,10.78,3.9,43.88,9,29
F5,10.78,7.2,19.03,9,29
G5,10.78,8.1,43.91,9,29
A6,10.78,6.7,43.54,9,29
B6,10.78,6.4,51.89,9,29
C6,10.78,6.3,80.89,9,29
D6,10.78,5.4,14.21,9,29
E6,10.78,5.6,56.8,9,29
F6,10.78,4.1,92.97,9,29
G6,10.78,5.7,77.89,9,29
A7,10.78,3.7,12.07,9,29
B7,10.78,5.3,72.78,9,29
C7,10.78,4.4,12.75,9,29
D7,10.78,3.9,29.94,9,29
E7,10.78,8.8,68.35,9,29
F7,10.78,4.2,17.33,9,29
G7,10.78,4.4,51.68,9,29
A8,10.78,6,24.35,9,29
B8,10.78,8.8,41.87,9,29
C8,10.78,3.8,90.8,9,29
D8,10.78,7.9,98.35,9,29
E8,10.78,8.5,98.2,9,29
F8,10.78,4,54.53,9,29
G8,10.78,8,26.2,9,29
A9,10.78,6.1,96.14,9,29
B9,10.78,8.6,62.15,9,29
C9,10.78,6.2,13.96,9,29
D9,10.78,5.9,89.88,9,29
E9,10.78,8.5,56.41,9,29
F9,10.78,5.3,49.29,9,29
G9,10.78,9,97.98,9,29
A0,17.81,6,29.22,36,30
B0,17.81,4,43.86,36,30
C0,17.81,5.9,40.05,36,30
D0,17.81,7.8,38.02,36,30
E0,17.81,6.2,97.86,36,30
F0,17.81,8.5,45.78,36,30
G0,17.81,5.9,74.95,36,30
A1,17.81,6,23.23,36,30
B1,17.81,7.9,53.23,36,30
C1,17.81,4,14.05,36,30
D1,17.81,7.4,14.96,36,30
E1,17.81,5.8,51.1,36,30
F1,17.81,6.7,71.81,36,30
G1,17.81,3.9,49.02,36,30
A2,17.81,6.9,17.04,36,30
B2,17.81,8.4,91.07,36,30
C2,17.81,6.4,39.65,36,30
D2,17.81,7.9,14.63,36,30
E2,17.81,6.1,72.66,36,30
F2,17.81,6.5,83.58,36,30
G2,17.81,7.5,15.46,36,30
A3,17.81,5.1,17.48,36,30
B3,17.81,6.4,56.45,36,30
C3,17.81,6.3,55.37,36,30
D3,17.81,7.1,51.33,36,30
E3,17.81,5.5,99.96,36,30
F3,17.81,4.5,77.87,36,30
G3,17.81,3.9,84.64,36,30
A4,17.81,3.6,30.8,36,30
B4,17.81,4.7,10.74,36,30
C4,17.81,8.1,66.16,36,30
D4,17.81,5,86.51,36,30
E4,17.81,4.6,65.09,36,30
F4,17.81,5.2,45.56,36,30
G4,17.81,6.5,23.49,36,30
A5,17.81,4.3,41.88,36,30
B5,17.81,4.5,20.85,36,30
C5,17.81,3.7,49.91,36,30
D5,17.81,3.7,34.22,36,30
E5,17.81,3.8,14.11,36,30
F5,17.81,8.4,90.61,36,30
G5,17.81,7,86.42,36,30
A6,17.81,4.8,41.29,36,30
B6,17.81,6.2,88.22,36,30
C6,17.81,6.3,70.04,36,30
D6,17.81,6.5,33.44,36,30
E6,17.81,8.6,27.34,36,30
F6,17.81,4.6,62.93,36,30
G6,17.81,7.2,84.28,36,30
A7,17.81,6.6,12.48,36,30
B7,17.81,7.2,89.56,36,30
C7,17.81,3.8,84.62,36,30
D7,17.81,4.5,25.9,36,30
E7,17.81,8.7,23.97,36,30
F7,17.81,5.4,62.61,36,30
G7,17.81,5.6,46.91,36,30
A8,17.81,6.2,32.98,36,30
B8,17.81,7.7,18.58,36,30
C8,17.81,5,48.04,36,30
D8,17.81,7.8,77.61,36,30
E8,17.81,5.7,21.88,36,30
F8,17.81,8.6,46.48,36,30
G8,17.81,5.7,71.6,36,30
A9,17.81,6.2,55.76,36,30
B9,17.81,4.6,20.25,36,30
C9,17.81,8.3,21.56,36,30
D9,17.81,5.2,43.82,36,30
E9,17.81,4.3,56.75,36,30
F9,17.81,8,51.84,36,30
G9,17.81,4.1,84.44,36,30
A0,11.7,6.8,72.55,33,31
B0,11.7,4.6,50.89,33,31
C0,11.7,4.1,58.57,33,31
D0,11.7,6.9,63.05,33,31
E0,11.7,3.6,25.97,33,31
F0,11.7,6.9,90.95,33,31
G0,11.7,4,28.48,33,31
A1,11.7,5.9,74.21,33,31
B1,11.7,3.6,34.35,33,31
C1,11.7,8.2,68.95,33,31
D1,11.7,4.6,49.97,33,31
E1,11.7,8.2,48.54,33,31
F1,11.7,5.1,72.53,33,31
G1,11.7,5.1,75.92,33,31
A2,11.7,5.5,86.63,33,31
B2,11.7,4.4,28.99,33,31
C2,11.7,7,18.02,33,31
D2,11.7,7.7,50.89,33,31
E2,11.7,5.3,41.91,33,31
F2,11.7,6.2,18.74,33,31
G2,11.7,5.7,56.25,33,31
A3,11.7,6.1,59.98,33,31
B3,11.7,5.2,87.79,33,31
C3,11.7,4.5,81.6,33,31
D3,11.7,6.7,86.02,33,31
E3,11.7,7.1,82.77,33,31
F3,11.7,6.9,70.57,33,31
G3,11.7,6.6,10.25,33,31
A4,11.7,6.5,83.44,33,31
B4,11.7,5.8,49.93,33,31
C4,11.7,8.9,23.66,33,31
D4,11.7,5.3,59.9,33,31
E4,11.7,6.1,30.24,33,31
F4,11.7,8.2,18.9,33,31
G4,11.7,8.9,93.54,33,31
A5,11.7,8.5,66.59,33,31
B5,11.7,4,75.13,33,31
C5,11.7,6.7,99.09,33,31
D5,11.7,6.8,49.44,33,31
E5,11.7,5.9,17.76,33,31
F5,11.7,6.7,77.63,33,31
G5,11.7,6.5,52.18,33,31
A6,11.7,6.2,61.94,33,31
B6,11.7,6.9,48.01,33,31
C6,11.7,5.9,75.74,33,31
D6,11.7,7.1,60.39,33,31
E6,11.7,5.1,48.45,33,31
F6,11.7,6.2,91.18,33,31
G6,11.7,5.5,76.68,33,31
A7,11.7,4.6,59.48,33,31
B7,11.7,6.4,32.6,33,31
C7,11.7,7.4,90.66,33,31
D7,11.7,6.5,28.72,33,31
E7,11.7,3.8,70.88,33,31
F7,11.7,7.7,90.2,33,31
G7,11.7,6.5,52.64,33,31
A8,11.7,4.7,14.31,33,31
B8,11.7,5.3,96.5,33,31
C8,11.7,8.2,70.26,33,31
D8,11.7,6.2,85.02,33,31
E8,11.7,4.6,69.43,33,31
F8,11.7,4.8,20.86,33,31
G8,11.7,5.7,69.89,33,31
A9,11.7,8.7,16.85,33,31
B9,11.7,5.2,69.53,33,31
C9,11.7,4.3,28.9,33,31
D9,11.7,8.9,64.64,33,31
E9,11.7,6.5,10.74,33,31
F9,11.7,7.7,15.31,33,31
G9,11.7,6,52.33,33,31
